"BehaviorSpace results (NetLogo 6.1.1)"
"SEIRD-awareness-unawareness-updated-i_from_0-10000_more_rho_sample.nlogo"
"fake_news-dec_a-dec_u-perc_unaw-only_last_state"
"11/08/2021 15:57:19:433 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-42","42","-42","42"
"[run number]","alpha-aw","decay-aw","%awareness-cte","alpha-unaw","decay-unaw","%unawareness-cte","[step]","count turtles with [ susceptible? ]"
"5382","1","0.2","1","1","0.5","0","1000","2721"
"5383","1","0.3","1","1","0.5","0","1000","3965"
"5384","1","0.4","1","1","0.5","0","1000","5354"
"5391","1","0","1","1","0.6","0","1000","1529"
"5402","1","0","1","1","0.7","0","1000","1727"
"5385","1","0.5","1","1","0.5","0","1000","7851"
"5392","1","0.1","1","1","0.6","0","1000","2109"
"5393","1","0.2","1","1","0.6","0","1000","2892"
"5394","1","0.3","1","1","0.6","0","1000","3692"
"5403","1","0.1","1","1","0.7","0","1000","1991"
"5395","1","0.4","1","1","0.6","0","1000","5807"
"5387","1","0.7","1","1","0.5","0","1000","9937"
"5386","1","0.6","1","1","0.5","0","1000","9912"
"5389","1","0.9","1","1","0.5","0","1000","9978"
"5388","1","0.8","1","1","0.5","0","1000","9969"
"5390","1","1","1","1","0.5","0","1000","9990"
"5401","1","1","1","1","0.6","0","1000","9990"
"5404","1","0.2","1","1","0.7","0","1000","2757"
"5405","1","0.3","1","1","0.7","0","1000","3783"
"5396","1","0.5","1","1","0.6","0","1000","7770"
"5397","1","0.6","1","1","0.6","0","1000","9969"
"5399","1","0.8","1","1","0.6","0","1000","9971"
"5400","1","0.9","1","1","0.6","0","1000","9982"
"5413","1","0","1","1","0.8","0","1000","1613"
"5406","1","0.4","1","1","0.7","0","1000","5331"
"5398","1","0.7","1","1","0.6","0","1000","9954"
"5416","1","0.3","1","1","0.8","0","1000","3802"
"5414","1","0.1","1","1","0.8","0","1000","1993"
"5407","1","0.5","1","1","0.7","0","1000","7735"
"5415","1","0.2","1","1","0.8","0","1000","2983"
"5435","1","0","1","1","1","0","1000","170"
"5408","1","0.6","1","1","0.7","0","1000","9795"
"5411","1","0.9","1","1","0.7","0","1000","9966"
"5423","1","1","1","1","0.8","0","1000","9990"
"5424","1","0","1","1","0.9","0","1000","1636"
"5426","1","0.2","1","1","0.9","0","1000","3004"
"5409","1","0.7","1","1","0.7","0","1000","9966"
"5417","1","0.4","1","1","0.8","0","1000","5530"
"5410","1","0.8","1","1","0.7","0","1000","9977"
"5436","1","0.1","1","1","1","0","1000","199"
"5427","1","0.3","1","1","0.9","0","1000","3929"
"5412","1","1","1","1","0.7","0","1000","9990"
"5425","1","0.1","1","1","0.9","0","1000","1969"
"5439","1","0.4","1","1","1","0","1000","355"
"5422","1","0.9","1","1","0.8","0","1000","9964"
"5431","1","0.7","1","1","0.9","0","1000","9934"
"5438","1","0.3","1","1","1","0","1000","297"
"5437","1","0.2","1","1","1","0","1000","253"
"5447","1","0.1","1","1","0","0.1","1000","2043"
"5420","1","0.7","1","1","0.8","0","1000","9963"
"5419","1","0.6","1","1","0.8","0","1000","9621"
"5418","1","0.5","1","1","0.8","0","1000","9321"
"5428","1","0.4","1","1","0.9","0","1000","5609"
"5434","1","1","1","1","0.9","0","1000","9990"
"5442","1","0.7","1","1","1","0","1000","726"
"5421","1","0.8","1","1","0.8","0","1000","9962"
"5440","1","0.5","1","1","1","0","1000","495"
"5441","1","0.6","1","1","1","0","1000","631"
"5445","1","1","1","1","1","0","1000","1619"
"5443","1","0.8","1","1","1","0","1000","897"
"5444","1","0.9","1","1","1","0","1000","1238"
"5430","1","0.6","1","1","0.9","0","1000","9854"
"5429","1","0.5","1","1","0.9","0","1000","7617"
"5446","1","0","1","1","0","0.1","1000","1588"
"5432","1","0.8","1","1","0.9","0","1000","9976"
"5449","1","0.3","1","1","0","0.1","1000","3943"
"5433","1","0.9","1","1","0.9","0","1000","9985"
"5448","1","0.2","1","1","0","0.1","1000","2924"
"5450","1","0.4","1","1","0","0.1","1000","5129"
"5458","1","0.1","1","1","0.1","0.1","1000","2116"
"5457","1","0","1","1","0.1","0.1","1000","1492"
"5459","1","0.2","1","1","0.1","0.1","1000","2814"
"5460","1","0.3","1","1","0.1","0.1","1000","3741"
"5455","1","0.9","1","1","0","0.1","1000","9978"
"5468","1","0","1","1","0.2","0.1","1000","1431"
"5451","1","0.5","1","1","0","0.1","1000","8157"
"5456","1","1","1","1","0","0.1","1000","9990"
"5452","1","0.6","1","1","0","0.1","1000","9703"
"5469","1","0.1","1","1","0.2","0.1","1000","1839"
"5454","1","0.8","1","1","0","0.1","1000","9928"
"5471","1","0.3","1","1","0.2","0.1","1000","3491"
"5453","1","0.7","1","1","0","0.1","1000","9969"
"5470","1","0.2","1","1","0.2","0.1","1000","2496"
"5461","1","0.4","1","1","0.1","0.1","1000","5367"
"5479","1","0","1","1","0.3","0.1","1000","1427"
"5467","1","1","1","1","0.1","0.1","1000","9990"
"5482","1","0.3","1","1","0.3","0.1","1000","3159"
"5472","1","0.4","1","1","0.2","0.1","1000","4825"
"5462","1","0.5","1","1","0.1","0.1","1000","7985"
"5481","1","0.2","1","1","0.3","0.1","1000","2503"
"5480","1","0.1","1","1","0.3","0.1","1000","1811"
"5466","1","0.9","1","1","0.1","0.1","1000","9979"
"5473","1","0.5","1","1","0.2","0.1","1000","7129"
"5463","1","0.6","1","1","0.1","0.1","1000","9882"
"5465","1","0.8","1","1","0.1","0.1","1000","9982"
"5490","1","0","1","1","0.4","0.1","1000","1227"
"5464","1","0.7","1","1","0.1","0.1","1000","9975"
"5493","1","0.3","1","1","0.4","0.1","1000","2981"
"5483","1","0.4","1","1","0.3","0.1","1000","4510"
"5477","1","0.9","1","1","0.2","0.1","1000","9979"
"5492","1","0.2","1","1","0.4","0.1","1000","2407"
"5491","1","0.1","1","1","0.4","0.1","1000","1564"
"5476","1","0.8","1","1","0.2","0.1","1000","9966"
"5474","1","0.6","1","1","0.2","0.1","1000","9559"
"5494","1","0.4","1","1","0.4","0.1","1000","4537"
"5475","1","0.7","1","1","0.2","0.1","1000","9973"
"5478","1","1","1","1","0.2","0.1","1000","9990"
"5484","1","0.5","1","1","0.3","0.1","1000","5944"
"5486","1","0.7","1","1","0.3","0.1","1000","9951"
"5485","1","0.6","1","1","0.3","0.1","1000","9871"
"5501","1","0","1","1","0.5","0.1","1000","1198"
"5495","1","0.5","1","1","0.4","0.1","1000","6427"
"5487","1","0.8","1","1","0.3","0.1","1000","9967"
"5489","1","1","1","1","0.3","0.1","1000","9989"
"5502","1","0.1","1","1","0.5","0.1","1000","1515"
"5488","1","0.9","1","1","0.3","0.1","1000","9975"
"5499","1","0.9","1","1","0.4","0.1","1000","9981"
"5496","1","0.6","1","1","0.4","0.1","1000","9857"
"5497","1","0.7","1","1","0.4","0.1","1000","9868"
"5512","1","0","1","1","0.6","0.1","1000","1106"
"5498","1","0.8","1","1","0.4","0.1","1000","9975"
"5503","1","0.2","1","1","0.5","0.1","1000","2175"
"5513","1","0.1","1","1","0.6","0.1","1000","1462"
"5505","1","0.4","1","1","0.5","0.1","1000","3821"
"5500","1","1","1","1","0.4","0.1","1000","9989"
"5504","1","0.3","1","1","0.5","0.1","1000","3023"
"5515","1","0.3","1","1","0.6","0.1","1000","2583"
"5514","1","0.2","1","1","0.6","0.1","1000","2095"
"5525","1","0.2","1","1","0.7","0.1","1000","1579"
"5517","1","0.5","1","1","0.6","0.1","1000","5110"
"5508","1","0.7","1","1","0.5","0.1","1000","9926"
"5516","1","0.4","1","1","0.6","0.1","1000","3202"
"5506","1","0.5","1","1","0.5","0.1","1000","5420"
"5509","1","0.8","1","1","0.5","0.1","1000","9945"
"5507","1","0.6","1","1","0.5","0.1","1000","7981"
"5523","1","0","1","1","0.7","0.1","1000","1007"
"5524","1","0.1","1","1","0.7","0.1","1000","1325"
"5527","1","0.4","1","1","0.7","0.1","1000","2976"
"5526","1","0.3","1","1","0.7","0.1","1000","2387"
"5535","1","0.1","1","1","0.8","0.1","1000","978"
"5520","1","0.8","1","1","0.6","0.1","1000","9964"
"5532","1","0.9","1","1","0.7","0.1","1000","9951"
"5510","1","0.9","1","1","0.5","0.1","1000","9967"
"5538","1","0.4","1","1","0.8","0.1","1000","2274"
"5511","1","1","1","1","0.5","0.1","1000","9987"
"5534","1","0","1","1","0.8","0.1","1000","769"
"5518","1","0.6","1","1","0.6","0.1","1000","8039"
"5528","1","0.5","1","1","0.7","0.1","1000","3852"
"5537","1","0.3","1","1","0.8","0.1","1000","1758"
"5536","1","0.2","1","1","0.8","0.1","1000","1249"
"5519","1","0.7","1","1","0.6","0.1","1000","9744"
"5522","1","1","1","1","0.6","0.1","1000","9985"
"5529","1","0.6","1","1","0.7","0.1","1000","5709"
"5521","1","0.9","1","1","0.6","0.1","1000","9965"
"5546","1","0.1","1","1","0.9","0.1","1000","673"
"5539","1","0.5","1","1","0.8","0.1","1000","2889"
"5540","1","0.6","1","1","0.8","0.1","1000","4238"
"5547","1","0.2","1","1","0.9","0.1","1000","816"
"5545","1","0","1","1","0.9","0.1","1000","528"
"5530","1","0.7","1","1","0.7","0.1","1000","7850"
"5533","1","1","1","1","0.7","0.1","1000","9977"
"5548","1","0.3","1","1","0.9","0.1","1000","991"
"5531","1","0.8","1","1","0.7","0.1","1000","9946"
"5556","1","0","1","1","1","0.1","1000","177"
"5550","1","0.5","1","1","0.9","0.1","1000","1708"
"5541","1","0.7","1","1","0.8","0.1","1000","6069"
"5549","1","0.4","1","1","0.9","0.1","1000","1408"
"5558","1","0.2","1","1","1","0.1","1000","243"
"5551","1","0.6","1","1","0.9","0.1","1000","2348"
"5557","1","0.1","1","1","1","0.1","1000","225"
"5560","1","0.4","1","1","1","0.1","1000","365"
"5542","1","0.8","1","1","0.8","0.1","1000","8875"
"5568","1","0.1","1","1","0","0.2","1000","2105"
"5552","1","0.7","1","1","0.9","0.1","1000","2882"
"5553","1","0.8","1","1","0.9","0.1","1000","4042"
"5544","1","1","1","1","0.8","0.1","1000","9985"
"5565","1","0.9","1","1","1","0.1","1000","1289"
"5543","1","0.9","1","1","0.8","0.1","1000","9865"
"5562","1","0.6","1","1","1","0.1","1000","567"
"5559","1","0.3","1","1","1","0.1","1000","333"
"5561","1","0.5","1","1","1","0.1","1000","480"
"5564","1","0.8","1","1","1","0.1","1000","944"
"5563","1","0.7","1","1","1","0.1","1000","748"
"5555","1","1","1","1","0.9","0.1","1000","9288"
"5567","1","0","1","1","0","0.2","1000","1758"
"5554","1","0.9","1","1","0.9","0.1","1000","9984"
"5566","1","1","1","1","1","0.1","1000","1530"
"5569","1","0.2","1","1","0","0.2","1000","2665"
"5579","1","0.1","1","1","0.1","0.2","1000","1966"
"5578","1","0","1","1","0.1","0.2","1000","1511"
"5570","1","0.3","1","1","0","0.2","1000","3986"
"5571","1","0.4","1","1","0","0.2","1000","4993"
"5580","1","0.2","1","1","0.1","0.2","1000","2640"
"5575","1","0.8","1","1","0","0.2","1000","9977"
"5576","1","0.9","1","1","0","0.2","1000","9981"
"5600","1","0","1","1","0.3","0.2","1000","1204"
"5581","1","0.3","1","1","0.1","0.2","1000","3441"
"5572","1","0.5","1","1","0","0.2","1000","7582"
"5574","1","0.7","1","1","0","0.2","1000","9935"
"5589","1","0","1","1","0.2","0.2","1000","1396"
"5573","1","0.6","1","1","0","0.2","1000","9776"
"5590","1","0.1","1","1","0.2","0.2","1000","1872"
"5582","1","0.4","1","1","0.1","0.2","1000","4795"
"5592","1","0.3","1","1","0.2","0.2","1000","3552"
"5577","1","1","1","1","0","0.2","1000","9990"
"5591","1","0.2","1","1","0.2","0.2","1000","2598"
"5601","1","0.1","1","1","0.3","0.2","1000","1690"
"5587","1","0.9","1","1","0.1","0.2","1000","9970"
"5583","1","0.5","1","1","0.1","0.2","1000","8899"
"5584","1","0.6","1","1","0.1","0.2","1000","9964"
"5593","1","0.4","1","1","0.2","0.2","1000","4511"
"5585","1","0.7","1","1","0.1","0.2","1000","9933"
"5588","1","1","1","1","0.1","0.2","1000","9987"
"5604","1","0.4","1","1","0.3","0.2","1000","3981"
"5602","1","0.2","1","1","0.3","0.2","1000","2223"
"5586","1","0.8","1","1","0.1","0.2","1000","9966"
"5598","1","0.9","1","1","0.2","0.2","1000","9975"
"5603","1","0.3","1","1","0.3","0.2","1000","3012"
"5594","1","0.5","1","1","0.2","0.2","1000","6981"
"5597","1","0.8","1","1","0.2","0.2","1000","9978"
"5611","1","0","1","1","0.4","0.2","1000","1185"
"5595","1","0.6","1","1","0.2","0.2","1000","9909"
"5605","1","0.5","1","1","0.3","0.2","1000","5560"
"5596","1","0.7","1","1","0.2","0.2","1000","9936"
"5612","1","0.1","1","1","0.4","0.2","1000","1422"
"5614","1","0.3","1","1","0.4","0.2","1000","2626"
"5599","1","1","1","1","0.2","0.2","1000","9990"
"5613","1","0.2","1","1","0.4","0.2","1000","2051"
"5607","1","0.7","1","1","0.3","0.2","1000","9900"
"5615","1","0.4","1","1","0.4","0.2","1000","3831"
"5606","1","0.6","1","1","0.3","0.2","1000","9780"
"5609","1","0.9","1","1","0.3","0.2","1000","9975"
"5608","1","0.8","1","1","0.3","0.2","1000","9976"
"5622","1","0","1","1","0.5","0.2","1000","1116"
"5610","1","1","1","1","0.3","0.2","1000","9988"
"5623","1","0.1","1","1","0.5","0.2","1000","1294"
"5616","1","0.5","1","1","0.4","0.2","1000","5092"
"5624","1","0.2","1","1","0.5","0.2","1000","1814"
"5634","1","0.1","1","1","0.6","0.2","1000","1152"
"5625","1","0.3","1","1","0.5","0.2","1000","2270"
"5617","1","0.6","1","1","0.4","0.2","1000","7259"
"5627","1","0.5","1","1","0.5","0.2","1000","4214"
"5626","1","0.4","1","1","0.5","0.2","1000","3113"
"5633","1","0","1","1","0.6","0.2","1000","862"
"5618","1","0.7","1","1","0.4","0.2","1000","9453"
"5619","1","0.8","1","1","0.4","0.2","1000","9862"
"5621","1","1","1","1","0.4","0.2","1000","9988"
"5635","1","0.2","1","1","0.6","0.2","1000","1462"
"5620","1","0.9","1","1","0.4","0.2","1000","9979"
"5628","1","0.6","1","1","0.5","0.2","1000","6068"
"5636","1","0.3","1","1","0.6","0.2","1000","1881"
"5657","1","0.2","1","1","0.8","0.2","1000","873"
"5641","1","0.8","1","1","0.6","0.2","1000","9887"
"5647","1","0.3","1","1","0.7","0.2","1000","1445"
"5629","1","0.7","1","1","0.5","0.2","1000","9106"
"5645","1","0.1","1","1","0.7","0.2","1000","928"
"5637","1","0.4","1","1","0.6","0.2","1000","2506"
"5631","1","0.9","1","1","0.5","0.2","1000","9940"
"5648","1","0.4","1","1","0.7","0.2","1000","1975"
"5646","1","0.2","1","1","0.7","0.2","1000","1260"
"5632","1","1","1","1","0.5","0.2","1000","9989"
"5638","1","0.5","1","1","0.6","0.2","1000","3477"
"5644","1","0","1","1","0.7","0.2","1000","738"
"5630","1","0.8","1","1","0.5","0.2","1000","9764"
"5640","1","0.7","1","1","0.6","0.2","1000","7110"
"5639","1","0.6","1","1","0.6","0.2","1000","4691"
"5655","1","0","1","1","0.8","0.2","1000","574"
"5649","1","0.5","1","1","0.7","0.2","1000","2518"
"5650","1","0.6","1","1","0.7","0.2","1000","3626"
"5659","1","0.4","1","1","0.8","0.2","1000","1408"
"5656","1","0.1","1","1","0.8","0.2","1000","670"
"5651","1","0.7","1","1","0.7","0.2","1000","4842"
"5658","1","0.3","1","1","0.8","0.2","1000","1105"
"5642","1","0.9","1","1","0.6","0.2","1000","9970"
"5660","1","0.5","1","1","0.8","0.2","1000","1782"
"5643","1","1","1","1","0.6","0.2","1000","9982"
"5667","1","0.1","1","1","0.9","0.2","1000","446"
"5666","1","0","1","1","0.9","0.2","1000","378"
"5654","1","1","1","1","0.7","0.2","1000","9986"
"5661","1","0.6","1","1","0.8","0.2","1000","2359"
"5652","1","0.8","1","1","0.7","0.2","1000","7337"
"5662","1","0.7","1","1","0.8","0.2","1000","3318"
"5669","1","0.3","1","1","0.9","0.2","1000","739"
"5668","1","0.2","1","1","0.9","0.2","1000","591"
"5653","1","0.9","1","1","0.7","0.2","1000","9877"
"5663","1","0.8","1","1","0.8","0.2","1000","4807"
"5671","1","0.5","1","1","0.9","0.2","1000","1151"
"5679","1","0.2","1","1","1","0.2","1000","260"
"5684","1","0.7","1","1","1","0.2","1000","792"
"5670","1","0.4","1","1","0.9","0.2","1000","806"
"5664","1","0.9","1","1","0.8","0.2","1000","6703"
"5677","1","0","1","1","1","0.2","1000","205"
"5678","1","0.1","1","1","1","0.2","1000","210"
"5672","1","0.6","1","1","0.9","0.2","1000","1462"
"5665","1","1","1","1","0.8","0.2","1000","9467"
"5685","1","0.8","1","1","1","0.2","1000","994"
"5680","1","0.3","1","1","1","0.2","1000","283"
"5674","1","0.8","1","1","0.9","0.2","1000","2464"
"5681","1","0.4","1","1","1","0.2","1000","455"
"5673","1","0.7","1","1","0.9","0.2","1000","1890"
"5682","1","0.5","1","1","1","0.2","1000","470"
"5686","1","0.9","1","1","1","0.2","1000","1141"
"5683","1","0.6","1","1","1","0.2","1000","545"
"5675","1","0.9","1","1","0.9","0.2","1000","3473"
"5687","1","1","1","1","1","0.2","1000","1607"
"5699","1","0","1","1","0.1","0.3","1000","1398"
"5689","1","0.1","1","1","0","0.3","1000","2195"
"5676","1","1","1","1","0.9","0.2","1000","4523"
"5694","1","0.6","1","1","0","0.3","1000","9894"
"5688","1","0","1","1","0","0.3","1000","1656"
"5696","1","0.8","1","1","0","0.3","1000","9973"
"5691","1","0.3","1","1","0","0.3","1000","3752"
"5690","1","0.2","1","1","0","0.3","1000","2804"
"5700","1","0.1","1","1","0.1","0.3","1000","1941"
"5692","1","0.4","1","1","0","0.3","1000","5568"
"5701","1","0.2","1","1","0.1","0.3","1000","2422"
"5693","1","0.5","1","1","0","0.3","1000","9136"
"5702","1","0.3","1","1","0.1","0.3","1000","3309"
"5711","1","0.1","1","1","0.2","0.3","1000","1813"
"5703","1","0.4","1","1","0.1","0.3","1000","4705"
"5710","1","0","1","1","0.2","0.3","1000","1326"
"5695","1","0.7","1","1","0","0.3","1000","9920"
"5704","1","0.5","1","1","0.1","0.3","1000","6677"
"5697","1","0.9","1","1","0","0.3","1000","9985"
"5712","1","0.2","1","1","0.2","0.3","1000","2166"
"5698","1","1","1","1","0","0.3","1000","9990"
"5713","1","0.3","1","1","0.2","0.3","1000","3010"
"5721","1","0","1","1","0.3","0.3","1000","1212"
"5715","1","0.5","1","1","0.2","0.3","1000","5856"
"5718","1","0.8","1","1","0.2","0.3","1000","9936"
"5732","1","0","1","1","0.4","0.3","1000","996"
"5727","1","0.6","1","1","0.3","0.3","1000","7403"
"5714","1","0.4","1","1","0.2","0.3","1000","4373"
"5722","1","0.1","1","1","0.3","0.3","1000","1476"
"5723","1","0.2","1","1","0.3","0.3","1000","2077"
"5706","1","0.7","1","1","0.1","0.3","1000","9931"
"5707","1","0.8","1","1","0.1","0.3","1000","9972"
"5705","1","0.6","1","1","0.1","0.3","1000","9919"
"5709","1","1","1","1","0.1","0.3","1000","9990"
"5737","1","0.5","1","1","0.4","0.3","1000","4804"
"5726","1","0.5","1","1","0.3","0.3","1000","5125"
"5733","1","0.1","1","1","0.4","0.3","1000","1353"
"5725","1","0.4","1","1","0.3","0.3","1000","3360"
"5708","1","0.9","1","1","0.1","0.3","1000","9980"
"5724","1","0.3","1","1","0.3","0.3","1000","2569"
"5734","1","0.2","1","1","0.4","0.3","1000","1696"
"5735","1","0.3","1","1","0.4","0.3","1000","2334"
"5736","1","0.4","1","1","0.4","0.3","1000","3249"
"5717","1","0.7","1","1","0.2","0.3","1000","9901"
"5716","1","0.6","1","1","0.2","0.3","1000","8974"
"5728","1","0.7","1","1","0.3","0.3","1000","9750"
"5730","1","0.9","1","1","0.3","0.3","1000","9981"
"5731","1","1","1","1","0.3","0.3","1000","9984"
"5719","1","0.9","1","1","0.2","0.3","1000","9960"
"5720","1","1","1","1","0.2","0.3","1000","9985"
"5729","1","0.8","1","1","0.3","0.3","1000","9920"
"5743","1","0","1","1","0.5","0.3","1000","909"
"5744","1","0.1","1","1","0.5","0.3","1000","1097"
"5745","1","0.2","1","1","0.5","0.3","1000","1512"
"5754","1","0","1","1","0.6","0.3","1000","662"
"5746","1","0.3","1","1","0.5","0.3","1000","1908"
"5738","1","0.6","1","1","0.4","0.3","1000","6868"
"5741","1","0.9","1","1","0.4","0.3","1000","9967"
"5748","1","0.5","1","1","0.5","0.3","1000","3512"
"5742","1","1","1","1","0.4","0.3","1000","9988"
"5740","1","0.8","1","1","0.4","0.3","1000","9917"
"5739","1","0.7","1","1","0.4","0.3","1000","8883"
"5766","1","0.1","1","1","0.7","0.3","1000","666"
"5747","1","0.4","1","1","0.5","0.3","1000","2716"
"5755","1","0.1","1","1","0.6","0.3","1000","890"
"5749","1","0.6","1","1","0.5","0.3","1000","4613"
"5756","1","0.2","1","1","0.6","0.3","1000","1289"
"5768","1","0.3","1","1","0.7","0.3","1000","1063"
"5778","1","0.2","1","1","0.8","0.3","1000","731"
"5780","1","0.4","1","1","0.8","0.3","1000","1074"
"5753","1","1","1","1","0.5","0.3","1000","9986"
"5767","1","0.2","1","1","0.7","0.3","1000","871"
"5757","1","0.3","1","1","0.6","0.3","1000","1600"
"5776","1","0","1","1","0.8","0.3","1000","425"
"5758","1","0.4","1","1","0.6","0.3","1000","2143"
"5782","1","0.6","1","1","0.8","0.3","1000","1876"
"5765","1","0","1","1","0.7","0.3","1000","614"
"5752","1","0.9","1","1","0.5","0.3","1000","9967"
"5750","1","0.7","1","1","0.5","0.3","1000","6889"
"5777","1","0.1","1","1","0.8","0.3","1000","511"
"5759","1","0.5","1","1","0.6","0.3","1000","2640"
"5760","1","0.6","1","1","0.6","0.3","1000","3763"
"5770","1","0.5","1","1","0.7","0.3","1000","1965"
"5751","1","0.8","1","1","0.5","0.3","1000","9853"
"5769","1","0.4","1","1","0.7","0.3","1000","1523"
"5779","1","0.3","1","1","0.8","0.3","1000","887"
"5761","1","0.7","1","1","0.6","0.3","1000","5077"
"5771","1","0.6","1","1","0.7","0.3","1000","2694"
"5790","1","0.3","1","1","0.9","0.3","1000","540"
"5772","1","0.7","1","1","0.7","0.3","1000","3538"
"5787","1","0","1","1","0.9","0.3","1000","289"
"5773","1","0.8","1","1","0.7","0.3","1000","5130"
"5781","1","0.5","1","1","0.8","0.3","1000","1408"
"5762","1","0.8","1","1","0.6","0.3","1000","7440"
"5788","1","0.1","1","1","0.9","0.3","1000","454"
"5775","1","1","1","1","0.7","0.3","1000","9786"
"5763","1","0.9","1","1","0.6","0.3","1000","9878"
"5764","1","1","1","1","0.6","0.3","1000","9973"
"5785","1","0.9","1","1","0.8","0.3","1000","4535"
"5789","1","0.2","1","1","0.9","0.3","1000","423"
"5783","1","0.7","1","1","0.8","0.3","1000","2426"
"5784","1","0.8","1","1","0.8","0.3","1000","3172"
"5791","1","0.4","1","1","0.9","0.3","1000","809"
"5792","1","0.5","1","1","0.9","0.3","1000","782"
"5793","1","0.6","1","1","0.9","0.3","1000","1095"
"5786","1","1","1","1","0.8","0.3","1000","6333"
"5774","1","0.9","1","1","0.7","0.3","1000","9973"
"5794","1","0.7","1","1","0.9","0.3","1000","1323"
"5799","1","0.1","1","1","1","0.3","1000","250"
"5798","1","0","1","1","1","0.3","1000","185"
"5800","1","0.2","1","1","1","0.3","1000","222"
"5795","1","0.8","1","1","0.9","0.3","1000","2049"
"5801","1","0.3","1","1","1","0.3","1000","338"
"5796","1","0.9","1","1","0.9","0.3","1000","2607"
"5805","1","0.7","1","1","1","0.3","1000","654"
"5809","1","0","1","1","0","0.4","1000","1754"
"5803","1","0.5","1","1","1","0.3","1000","435"
"5797","1","1","1","1","0.9","0.3","1000","3573"
"5802","1","0.4","1","1","1","0.3","1000","397"
"5804","1","0.6","1","1","1","0.3","1000","586"
"5807","1","0.9","1","1","1","0.3","1000","1177"
"5806","1","0.8","1","1","1","0.3","1000","1062"
"5808","1","1","1","1","1","0.3","1000","1578"
"5810","1","0.1","1","1","0","0.4","1000","2141"
"5811","1","0.2","1","1","0","0.4","1000","2824"
"5813","1","0.4","1","1","0","0.4","1000","5009"
"5812","1","0.3","1","1","0","0.4","1000","3776"
"5821","1","0.1","1","1","0.1","0.4","1000","1822"
"5820","1","0","1","1","0.1","0.4","1000","1426"
"5831","1","0","1","1","0.2","0.4","1000","1263"
"5822","1","0.2","1","1","0.1","0.4","1000","2516"
"5833","1","0.2","1","1","0.2","0.4","1000","2124"
"5814","1","0.5","1","1","0","0.4","1000","9958"
"5823","1","0.3","1","1","0.1","0.4","1000","3295"
"5817","1","0.8","1","1","0","0.4","1000","9979"
"5816","1","0.7","1","1","0","0.4","1000","9916"
"5842","1","0","1","1","0.3","0.4","1000","1024"
"5832","1","0.1","1","1","0.2","0.4","1000","1699"
"5815","1","0.6","1","1","0","0.4","1000","9954"
"5825","1","0.5","1","1","0.1","0.4","1000","6120"
"5819","1","1","1","1","0","0.4","1000","9990"
"5818","1","0.9","1","1","0","0.4","1000","9978"
"5834","1","0.3","1","1","0.2","0.4","1000","2912"
"5824","1","0.4","1","1","0.1","0.4","1000","4812"
"5843","1","0.1","1","1","0.3","0.4","1000","1350"
"5835","1","0.4","1","1","0.2","0.4","1000","4163"
"5826","1","0.6","1","1","0.1","0.4","1000","8147"
"5853","1","0","1","1","0.4","0.4","1000","974"
"5844","1","0.2","1","1","0.3","0.4","1000","1874"
"5836","1","0.5","1","1","0.2","0.4","1000","6018"
"5828","1","0.8","1","1","0.1","0.4","1000","9969"
"5830","1","1","1","1","0.1","0.4","1000","9989"
"5829","1","0.9","1","1","0.1","0.4","1000","9983"
"5827","1","0.7","1","1","0.1","0.4","1000","9971"
"5845","1","0.3","1","1","0.3","0.4","1000","2533"
"5839","1","0.8","1","1","0.2","0.4","1000","9965"
"5837","1","0.6","1","1","0.2","0.4","1000","8077"
"5841","1","1","1","1","0.2","0.4","1000","9981"
"5838","1","0.7","1","1","0.2","0.4","1000","9937"
"5847","1","0.5","1","1","0.3","0.4","1000","4469"
"5854","1","0.1","1","1","0.4","0.4","1000","1232"
"5846","1","0.4","1","1","0.3","0.4","1000","3019"
"5855","1","0.2","1","1","0.4","0.4","1000","1536"
"5840","1","0.9","1","1","0.2","0.4","1000","9978"
"5856","1","0.3","1","1","0.4","0.4","1000","1843"
"5848","1","0.6","1","1","0.3","0.4","1000","6654"
"5857","1","0.4","1","1","0.4","0.4","1000","2677"
"5859","1","0.6","1","1","0.4","0.4","1000","5047"
"5858","1","0.5","1","1","0.4","0.4","1000","3995"
"5849","1","0.7","1","1","0.3","0.4","1000","9393"
"5863","1","1","1","1","0.4","0.4","1000","9980"
"5865","1","0.1","1","1","0.5","0.4","1000","950"
"5851","1","0.9","1","1","0.3","0.4","1000","9961"
"5850","1","0.8","1","1","0.3","0.4","1000","9933"
"5864","1","0","1","1","0.5","0.4","1000","710"
"5860","1","0.7","1","1","0.4","0.4","1000","7873"
"5852","1","1","1","1","0.3","0.4","1000","9990"
"5886","1","0","1","1","0.7","0.4","1000","511"
"5866","1","0.2","1","1","0.5","0.4","1000","1293"
"5868","1","0.4","1","1","0.5","0.4","1000","2205"
"5876","1","0.1","1","1","0.6","0.4","1000","746"
"5869","1","0.5","1","1","0.5","0.4","1000","2942"
"5882","1","0.7","1","1","0.6","0.4","1000","4046"
"5867","1","0.3","1","1","0.5","0.4","1000","1719"
"5878","1","0.3","1","1","0.6","0.4","1000","1268"
"5862","1","0.9","1","1","0.4","0.4","1000","9982"
"5861","1","0.8","1","1","0.4","0.4","1000","9892"
"5875","1","0","1","1","0.6","0.4","1000","577"
"5877","1","0.2","1","1","0.6","0.4","1000","1059"
