"BehaviorSpace results (NetLogo 6.1.1)"
"SEIRD-awareness-unawareness-updated-i_from_0-10000_more_rho_sampleCOPY.nlogo"
"fake_news-not_fake-only_over"
"10/28/2021 22:42:23:983 -0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-42","42","-42","42"
"[run number]","decay-aw","alpha-aw","%awareness-cte","alpha-unaw","decay-unaw","%unawareness-cte","[step]","count turtles with [ susceptible? ]"
"24480","0.4","0.3","0.4","0","0","0","1000","1994"
"24481","0.5","0.3","0.4","0","0","0","1000","2081"
"24479","0.3","0.3","0.4","0","0","0","1000","1780"
"24484","0.8","0.3","0.4","0","0","0","1000","2819"
"24473","0.8","0.2","0.4","0","0","0","1000","2298"
"24483","0.7","0.3","0.4","0","0","0","1000","2384"
"24477","0.1","0.3","0.4","0","0","0","1000","1570"
"24487","0","0.4","0.4","0","0","0","1000","1659"
"24482","0.6","0.3","0.4","0","0","0","1000","2137"
"24490","0.3","0.4","0.4","0","0","0","1000","1808"
"24486","1","0.3","0.4","0","0","0","1000","3847"
"24492","0.5","0.4","0.4","0","0","0","1000","2135"
"24493","0.6","0.4","0.4","0","0","0","1000","2304"
"24488","0.1","0.4","0.4","0","0","0","1000","1725"
"24491","0.4","0.4","0.4","0","0","0","1000","1925"
"24485","0.9","0.3","0.4","0","0","0","1000","3343"
"24494","0.7","0.4","0.4","0","0","0","1000","2859"
"24489","0.2","0.4","0.4","0","0","0","1000","1799"
"24495","0.8","0.4","0.4","0","0","0","1000","3193"
"24497","1","0.4","0.4","0","0","0","1000","5504"
"24499","0.1","0.5","0.4","0","0","0","1000","1666"
"24496","0.9","0.4","0.4","0","0","0","1000","4381"
"24500","0.2","0.5","0.4","0","0","0","1000","1692"
"24498","0","0.5","0.4","0","0","0","1000","1498"
"24501","0.3","0.5","0.4","0","0","0","1000","1875"
"24505","0.7","0.5","0.4","0","0","0","1000","3213"
"24504","0.6","0.5","0.4","0","0","0","1000","2776"
"24502","0.4","0.5","0.4","0","0","0","1000","2052"
"24512","0.3","0.6","0.4","0","0","0","1000","2028"
"24513","0.4","0.6","0.4","0","0","0","1000","2271"
"24509","0","0.6","0.4","0","0","0","1000","1637"
"24510","0.1","0.6","0.4","0","0","0","1000","1845"
"24503","0.5","0.5","0.4","0","0","0","1000","2535"
"24514","0.5","0.6","0.4","0","0","0","1000","2711"
"24507","0.9","0.5","0.4","0","0","0","1000","5440"
"24506","0.8","0.5","0.4","0","0","0","1000","4068"
"24520","0","0.7","0.4","0","0","0","1000","1631"
"24511","0.2","0.6","0.4","0","0","0","1000","1779"
"24515","0.6","0.6","0.4","0","0","0","1000","3151"
"24508","1","0.5","0.4","0","0","0","1000","7859"
"24516","0.7","0.6","0.4","0","0","0","1000","3991"
"24523","0.3","0.7","0.4","0","0","0","1000","2220"
"24522","0.2","0.7","0.4","0","0","0","1000","1888"
"24521","0.1","0.7","0.4","0","0","0","1000","1775"
"24517","0.8","0.6","0.4","0","0","0","1000","4896"
"24534","0.3","0.8","0.4","0","0","0","1000","2171"
"24531","0","0.8","0.4","0","0","0","1000","1649"
"24526","0.6","0.7","0.4","0","0","0","1000","3508"
"24524","0.4","0.7","0.4","0","0","0","1000","2558"
"24535","0.4","0.8","0.4","0","0","0","1000","2543"
"24533","0.2","0.8","0.4","0","0","0","1000","2067"
"24525","0.5","0.7","0.4","0","0","0","1000","2797"
"24537","0.6","0.8","0.4","0","0","0","1000","4038"
"24532","0.1","0.8","0.4","0","0","0","1000","1800"
"24542","0","0.9","0.4","0","0","0","1000","1603"
"24544","0.2","0.9","0.4","0","0","0","1000","1997"
"24527","0.7","0.7","0.4","0","0","0","1000","5025"
"24518","0.9","0.6","0.4","0","0","0","1000","7624"
"24519","1","0.6","0.4","0","0","0","1000","9964"
"24528","0.8","0.7","0.4","0","0","0","1000","7105"
"24536","0.5","0.8","0.4","0","0","0","1000","3224"
"24529","0.9","0.7","0.4","0","0","0","1000","9805"
"24547","0.5","0.9","0.4","0","0","0","1000","3390"
"24538","0.7","0.8","0.4","0","0","0","1000","5688"
"24530","1","0.7","0.4","0","0","0","1000","9934"
"24545","0.3","0.9","0.4","0","0","0","1000","2380"
"24553","0","1","0.4","0","0","0","1000","1672"
"24546","0.4","0.9","0.4","0","0","0","1000","2891"
"24543","0.1","0.9","0.4","0","0","0","1000","1753"
"24539","0.8","0.8","0.4","0","0","0","1000","9468"
"24548","0.6","0.9","0.4","0","0","0","1000","4762"
"24557","0.4","1","0.4","0","0","0","1000","2871"
"24556","0.3","1","0.4","0","0","0","1000","2591"
"24541","1","0.8","0.4","0","0","0","1000","9981"
"24555","0.2","1","0.4","0","0","0","1000","2026"
"24564","0","0","0.5","0","0","0","1000","1779"
"24565","0.1","0","0.5","0","0","0","1000","1656"
"24550","0.8","0.9","0.4","0","0","0","1000","9846"
"24554","0.1","1","0.4","0","0","0","1000","1785"
"24540","0.9","0.8","0.4","0","0","0","1000","9949"
"24566","0.2","0","0.5","0","0","0","1000","1700"
"24569","0.5","0","0.5","0","0","0","1000","1496"
"24567","0.3","0","0.5","0","0","0","1000","1510"
"24558","0.5","1","0.4","0","0","0","1000","3850"
"24549","0.7","0.9","0.4","0","0","0","1000","7218"
"24552","1","0.9","0.4","0","0","0","1000","9990"
"24575","0","0.1","0.5","0","0","0","1000","1585"
"24551","0.9","0.9","0.4","0","0","0","1000","9904"
"24568","0.4","0","0.5","0","0","0","1000","1622"
"24570","0.6","0","0.5","0","0","0","1000","1534"
"24560","0.7","1","0.4","0","0","0","1000","8486"
"24571","0.7","0","0.5","0","0","0","1000","1540"
"24572","0.8","0","0.5","0","0","0","1000","1715"
"24559","0.6","1","0.4","0","0","0","1000","5806"
"24561","0.8","1","0.4","0","0","0","1000","9954"
"24587","0.1","0.2","0.5","0","0","0","1000","1700"
"24573","0.9","0","0.5","0","0","0","1000","1708"
"24586","0","0.2","0.5","0","0","0","1000","1619"
"24588","0.2","0.2","0.5","0","0","0","1000","1664"
"24574","1","0","0.5","0","0","0","1000","1730"
"24563","1","1","0.4","0","0","0","1000","9990"
"24580","0.5","0.1","0.5","0","0","0","1000","1694"
"24576","0.1","0.1","0.5","0","0","0","1000","1503"
"24577","0.2","0.1","0.5","0","0","0","1000","1630"
"24582","0.7","0.1","0.5","0","0","0","1000","1804"
"24579","0.4","0.1","0.5","0","0","0","1000","1643"
"24562","0.9","1","0.4","0","0","0","1000","9983"
"24578","0.3","0.1","0.5","0","0","0","1000","1705"
"24581","0.6","0.1","0.5","0","0","0","1000","1777"
"24585","1","0.1","0.5","0","0","0","1000","2039"
"24590","0.4","0.2","0.5","0","0","0","1000","1906"
"24591","0.5","0.2","0.5","0","0","0","1000","1893"
"24596","1","0.2","0.5","0","0","0","1000","2633"
"24597","0","0.3","0.5","0","0","0","1000","1745"
"24595","0.9","0.2","0.5","0","0","0","1000","2521"
"24600","0.3","0.3","0.5","0","0","0","1000","1847"
"24583","0.8","0.1","0.5","0","0","0","1000","1869"
"24593","0.7","0.2","0.5","0","0","0","1000","2301"
"24599","0.2","0.3","0.5","0","0","0","1000","1536"
"24598","0.1","0.3","0.5","0","0","0","1000","1594"
"24592","0.6","0.2","0.5","0","0","0","1000","2116"
"24594","0.8","0.2","0.5","0","0","0","1000","2313"
"24584","0.9","0.1","0.5","0","0","0","1000","2146"
"24589","0.3","0.2","0.5","0","0","0","1000","1637"
"24602","0.5","0.3","0.5","0","0","0","1000","2048"
"24601","0.4","0.3","0.5","0","0","0","1000","2081"
"24604","0.7","0.3","0.5","0","0","0","1000","2480"
"24609","0.1","0.4","0.5","0","0","0","1000","1657"
"24610","0.2","0.4","0.5","0","0","0","1000","1788"
"24606","0.9","0.3","0.5","0","0","0","1000","3159"
"24608","0","0.4","0.5","0","0","0","1000","1637"
"24603","0.6","0.3","0.5","0","0","0","1000","2470"
"24612","0.4","0.4","0.5","0","0","0","1000","2305"
"24605","0.8","0.3","0.5","0","0","0","1000","2681"
"24607","1","0.3","0.5","0","0","0","1000","3852"
"24611","0.3","0.4","0.5","0","0","0","1000","2000"
"24620","0.1","0.5","0.5","0","0","0","1000","1747"
"24613","0.5","0.4","0.5","0","0","0","1000","2246"
"24617","0.9","0.4","0.5","0","0","0","1000","4159"
"24619","0","0.5","0.5","0","0","0","1000","1760"
"24621","0.2","0.5","0.5","0","0","0","1000","1950"
"24623","0.4","0.5","0.5","0","0","0","1000","2351"
"24614","0.6","0.4","0.5","0","0","0","1000","2544"
"24626","0.7","0.5","0.5","0","0","0","1000","3562"
"24622","0.3","0.5","0.5","0","0","0","1000","2073"
"24627","0.8","0.5","0.5","0","0","0","1000","4445"
"24616","0.8","0.4","0.5","0","0","0","1000","3721"
"24615","0.7","0.4","0.5","0","0","0","1000","3175"
"24631","0.1","0.6","0.5","0","0","0","1000","1758"
"24625","0.6","0.5","0.5","0","0","0","1000","3006"
"24618","1","0.4","0.5","0","0","0","1000","5230"
"24630","0","0.6","0.5","0","0","0","1000","1570"
"24624","0.5","0.5","0.5","0","0","0","1000","2450"
"24635","0.5","0.6","0.5","0","0","0","1000","2938"
"24633","0.3","0.6","0.5","0","0","0","1000","2233"
"24628","0.9","0.5","0.5","0","0","0","1000","5727"
"24634","0.4","0.6","0.5","0","0","0","1000","2427"
"24641","0","0.7","0.5","0","0","0","1000","1622"
"24632","0.2","0.6","0.5","0","0","0","1000","1903"
"24642","0.1","0.7","0.5","0","0","0","1000","1609"
"24644","0.3","0.7","0.5","0","0","0","1000","2198"
"24638","0.8","0.6","0.5","0","0","0","1000","5782"
"24636","0.6","0.6","0.5","0","0","0","1000","3471"
"24653","0.1","0.8","0.5","0","0","0","1000","1692"
"24645","0.4","0.7","0.5","0","0","0","1000","2657"
"24643","0.2","0.7","0.5","0","0","0","1000","2039"
"24629","1","0.5","0.5","0","0","0","1000","9871"
"24646","0.5","0.7","0.5","0","0","0","1000","3391"
"24647","0.6","0.7","0.5","0","0","0","1000","4126"
"24639","0.9","0.6","0.5","0","0","0","1000","8300"
"24637","0.7","0.6","0.5","0","0","0","1000","4321"
"24652","0","0.8","0.5","0","0","0","1000","1566"
"24655","0.3","0.8","0.5","0","0","0","1000","2382"
"24656","0.4","0.8","0.5","0","0","0","1000","2793"
"24654","0.2","0.8","0.5","0","0","0","1000","2065"
"24663","0","0.9","0.5","0","0","0","1000","1646"
"24665","0.2","0.9","0.5","0","0","0","1000","1868"
"24648","0.7","0.7","0.5","0","0","0","1000","5023"
"24657","0.5","0.8","0.5","0","0","0","1000","3711"
"24640","1","0.6","0.5","0","0","0","1000","9617"
"24664","0.1","0.9","0.5","0","0","0","1000","1714"
"24666","0.3","0.9","0.5","0","0","0","1000","2403"
"24667","0.4","0.9","0.5","0","0","0","1000","2931"
"24658","0.6","0.8","0.5","0","0","0","1000","4645"
"24651","1","0.7","0.5","0","0","0","1000","9943"
"24659","0.7","0.8","0.5","0","0","0","1000","6408"
"24650","0.9","0.7","0.5","0","0","0","1000","9976"
"24649","0.8","0.7","0.5","0","0","0","1000","9941"
"24669","0.6","0.9","0.5","0","0","0","1000","5597"
"24660","0.8","0.8","0.5","0","0","0","1000","9190"
"24674","0","1","0.5","0","0","0","1000","1648"
"24668","0.5","0.9","0.5","0","0","0","1000","3841"
"24676","0.2","1","0.5","0","0","0","1000","1948"
"24675","0.1","1","0.5","0","0","0","1000","1876"
"24661","0.9","0.8","0.5","0","0","0","1000","9917"
"24662","1","0.8","0.5","0","0","0","1000","9981"
"24671","0.8","0.9","0.5","0","0","0","1000","9949"
"24678","0.4","1","0.5","0","0","0","1000","3320"
"24677","0.3","1","0.5","0","0","0","1000","2754"
"24670","0.7","0.9","0.5","0","0","0","1000","9924"
"24686","0.1","0","0.6","0","0","0","1000","1651"
"24685","0","0","0.6","0","0","0","1000","1608"
"24673","1","0.9","0.5","0","0","0","1000","9986"
"24687","0.2","0","0.6","0","0","0","1000","1611"
"24689","0.4","0","0.6","0","0","0","1000","1696"
"24672","0.9","0.9","0.5","0","0","0","1000","9929"
"24691","0.6","0","0.6","0","0","0","1000","1549"
"24694","0.9","0","0.6","0","0","0","1000","1634"
"24679","0.5","1","0.5","0","0","0","1000","4447"
"24692","0.7","0","0.6","0","0","0","1000","1476"
"24696","0","0.1","0.6","0","0","0","1000","1655"
"24695","1","0","0.6","0","0","0","1000","1548"
"24690","0.5","0","0.6","0","0","0","1000","1581"
"24688","0.3","0","0.6","0","0","0","1000","1676"
"24698","0.2","0.1","0.6","0","0","0","1000","1766"
"24693","0.8","0","0.6","0","0","0","1000","1650"
"24697","0.1","0.1","0.6","0","0","0","1000","1594"
"24681","0.7","1","0.5","0","0","0","1000","9204"
"24682","0.8","1","0.5","0","0","0","1000","9985"
"24684","1","1","0.5","0","0","0","1000","9990"
"24700","0.4","0.1","0.6","0","0","0","1000","1721"
"24699","0.3","0.1","0.6","0","0","0","1000","1596"
"24680","0.6","1","0.5","0","0","0","1000","6280"
"24704","0.8","0.1","0.6","0","0","0","1000","1989"
"24683","0.9","1","0.5","0","0","0","1000","9981"
"24702","0.6","0.1","0.6","0","0","0","1000","1758"
"24707","0","0.2","0.6","0","0","0","1000","1429"
"24705","0.9","0.1","0.6","0","0","0","1000","1961"
"24710","0.3","0.2","0.6","0","0","0","1000","1832"
"24708","0.1","0.2","0.6","0","0","0","1000","1585"
"24701","0.5","0.1","0.6","0","0","0","1000","1600"
"24703","0.7","0.1","0.6","0","0","0","1000","1810"
"24706","1","0.1","0.6","0","0","0","1000","2061"
"24709","0.2","0.2","0.6","0","0","0","1000","1748"
"24711","0.4","0.2","0.6","0","0","0","1000","1727"
"24712","0.5","0.2","0.6","0","0","0","1000","2011"
"24714","0.7","0.2","0.6","0","0","0","1000","2285"
"24713","0.6","0.2","0.6","0","0","0","1000","2083"
"24717","1","0.2","0.6","0","0","0","1000","2801"
"24719","0.1","0.3","0.6","0","0","0","1000","1585"
"24725","0.7","0.3","0.6","0","0","0","1000","2610"
"24718","0","0.3","0.6","0","0","0","1000","1485"
"24715","0.8","0.2","0.6","0","0","0","1000","2355"
"24716","0.9","0.2","0.6","0","0","0","1000","2540"
"24720","0.2","0.3","0.6","0","0","0","1000","1827"
"24729","0","0.4","0.6","0","0","0","1000","1603"
"24721","0.3","0.3","0.6","0","0","0","1000","1928"
"24723","0.5","0.3","0.6","0","0","0","1000","2212"
"24726","0.8","0.3","0.6","0","0","0","1000","2997"
"24722","0.4","0.3","0.6","0","0","0","1000","2196"
"24724","0.6","0.3","0.6","0","0","0","1000","2550"
"24727","0.9","0.3","0.6","0","0","0","1000","3706"
"24728","1","0.3","0.6","0","0","0","1000","3712"
"24730","0.1","0.4","0.6","0","0","0","1000","1755"
"24732","0.3","0.4","0.6","0","0","0","1000","1938"
"24741","0.1","0.5","0.6","0","0","0","1000","1629"
"24733","0.4","0.4","0.6","0","0","0","1000","2360"
"24740","0","0.5","0.6","0","0","0","1000","1552"
"24735","0.6","0.4","0.6","0","0","0","1000","2777"
"24731","0.2","0.4","0.6","0","0","0","1000","1744"
"24743","0.3","0.5","0.6","0","0","0","1000","2196"
"24734","0.5","0.4","0.6","0","0","0","1000","2555"
"24736","0.7","0.4","0.6","0","0","0","1000","3042"
"24737","0.8","0.4","0.6","0","0","0","1000","3506"
"24742","0.2","0.5","0.6","0","0","0","1000","2028"
"24751","0","0.6","0.6","0","0","0","1000","1686"
"24738","0.9","0.4","0.6","0","0","0","1000","4348"
"24744","0.4","0.5","0.6","0","0","0","1000","2332"
"24745","0.5","0.5","0.6","0","0","0","1000","2862"
"24747","0.7","0.5","0.6","0","0","0","1000","3749"
"24746","0.6","0.5","0.6","0","0","0","1000","3269"
"24755","0.4","0.6","0.6","0","0","0","1000","2614"
"24752","0.1","0.6","0.6","0","0","0","1000","1734"
"24739","1","0.4","0.6","0","0","0","1000","9978"
"24753","0.2","0.6","0.6","0","0","0","1000","1953"
"24764","0.2","0.7","0.6","0","0","0","1000","2172"
"24750","1","0.5","0.6","0","0","0","1000","6989"
"24754","0.3","0.6","0.6","0","0","0","1000","2055"
"24757","0.6","0.6","0.6","0","0","0","1000","3593"
"24748","0.8","0.5","0.6","0","0","0","1000","5085"
"24766","0.4","0.7","0.6","0","0","0","1000","2840"
"24758","0.7","0.6","0.6","0","0","0","1000","4565"
"24762","0","0.7","0.6","0","0","0","1000","1517"
"24763","0.1","0.7","0.6","0","0","0","1000","1733"
"24756","0.5","0.6","0.6","0","0","0","1000","3283"
"24749","0.9","0.5","0.6","0","0","0","1000","5753"
"24765","0.3","0.7","0.6","0","0","0","1000","2274"
"24774","0.1","0.8","0.6","0","0","0","1000","1891"
"24767","0.5","0.7","0.6","0","0","0","1000","3597"
"24773","0","0.8","0.6","0","0","0","1000","1474"
"24760","0.9","0.6","0.6","0","0","0","1000","8754"
"24768","0.6","0.7","0.6","0","0","0","1000","4435"
"24759","0.8","0.6","0.6","0","0","0","1000","9907"
"24775","0.2","0.8","0.6","0","0","0","1000","2064"
"24776","0.3","0.8","0.6","0","0","0","1000","2570"
"24761","1","0.6","0.6","0","0","0","1000","9976"
"24769","0.7","0.7","0.6","0","0","0","1000","5747"
"24786","0.2","0.9","0.6","0","0","0","1000","2106"
"24784","0","0.9","0.6","0","0","0","1000","1561"
"24772","1","0.7","0.6","0","0","0","1000","9962"
"24777","0.4","0.8","0.6","0","0","0","1000","3051"
"24778","0.5","0.8","0.6","0","0","0","1000","3966"
"24779","0.6","0.8","0.6","0","0","0","1000","5132"
"24785","0.1","0.9","0.6","0","0","0","1000","1981"
"24797","0.2","1","0.6","0","0","0","1000","2302"
"24795","0","1","0.6","0","0","0","1000","1455"
"24770","0.8","0.7","0.6","0","0","0","1000","8063"
"24788","0.4","0.9","0.6","0","0","0","1000","3759"
"24780","0.7","0.8","0.6","0","0","0","1000","7364"
"24796","0.1","1","0.6","0","0","0","1000","2057"
"24787","0.3","0.9","0.6","0","0","0","1000","2670"
"24771","0.9","0.7","0.6","0","0","0","1000","9945"
"24781","0.8","0.8","0.6","0","0","0","1000","9944"
"24783","1","0.8","0.6","0","0","0","1000","9979"
"24806","0","0","0.7","0","0","0","1000","1601"
"24798","0.3","1","0.6","0","0","0","1000","3008"
"24782","0.9","0.8","0.6","0","0","0","1000","9919"
"24789","0.5","0.9","0.6","0","0","0","1000","4660"
"24807","0.1","0","0.7","0","0","0","1000","1701"
"24790","0.6","0.9","0.6","0","0","0","1000","6162"
"24799","0.4","1","0.6","0","0","0","1000","3840"
"24792","0.8","0.9","0.6","0","0","0","1000","9926"
"24794","1","0.9","0.6","0","0","0","1000","9990"
"24809","0.3","0","0.7","0","0","0","1000","1650"
"24791","0.7","0.9","0.6","0","0","0","1000","9736"
"24801","0.6","1","0.6","0","0","0","1000","7548"
"24808","0.2","0","0.7","0","0","0","1000","1661"
"24812","0.6","0","0.7","0","0","0","1000","1615"
"24793","0.9","0.9","0.6","0","0","0","1000","9961"
"24810","0.4","0","0.7","0","0","0","1000","1583"
"24815","0.9","0","0.7","0","0","0","1000","1683"
"24820","0.3","0.1","0.7","0","0","0","1000","1705"
"24811","0.5","0","0.7","0","0","0","1000","1486"
"24816","1","0","0.7","0","0","0","1000","1547"
"24804","0.9","1","0.6","0","0","0","1000","9981"
"24800","0.5","1","0.6","0","0","0","1000","4725"
"24817","0","0.1","0.7","0","0","0","1000","1625"
"24813","0.7","0","0.7","0","0","0","1000","1643"
"24822","0.5","0.1","0.7","0","0","0","1000","1840"
"24814","0.8","0","0.7","0","0","0","1000","1547"
"24819","0.2","0.1","0.7","0","0","0","1000","1653"
"24818","0.1","0.1","0.7","0","0","0","1000","1522"
"24805","1","1","0.6","0","0","0","1000","9990"
"24826","0.9","0.1","0.7","0","0","0","1000","2089"
"24802","0.7","1","0.6","0","0","0","1000","9730"
"24821","0.4","0.1","0.7","0","0","0","1000","1737"
"24824","0.7","0.1","0.7","0","0","0","1000","1861"
"24827","1","0.1","0.7","0","0","0","1000","2177"
"24803","0.8","1","0.6","0","0","0","1000","9956"
"24828","0","0.2","0.7","0","0","0","1000","1548"
"24823","0.6","0.1","0.7","0","0","0","1000","1850"
"24831","0.3","0.2","0.7","0","0","0","1000","1771"
"24825","0.8","0.1","0.7","0","0","0","1000","1981"
"24829","0.1","0.2","0.7","0","0","0","1000","1675"
"24830","0.2","0.2","0.7","0","0","0","1000","1719"
"24837","0.9","0.2","0.7","0","0","0","1000","2550"
"24840","0.1","0.3","0.7","0","0","0","1000","1761"
"24833","0.5","0.2","0.7","0","0","0","1000","1959"
"24839","0","0.3","0.7","0","0","0","1000","1582"
"24832","0.4","0.2","0.7","0","0","0","1000","2043"
"24834","0.6","0.2","0.7","0","0","0","1000","2149"
"24836","0.8","0.2","0.7","0","0","0","1000","2452"
"24835","0.7","0.2","0.7","0","0","0","1000","2070"
"24838","1","0.2","0.7","0","0","0","1000","2827"
"24842","0.3","0.3","0.7","0","0","0","1000","1999"
"24845","0.6","0.3","0.7","0","0","0","1000","2279"
"24841","0.2","0.3","0.7","0","0","0","1000","1838"
"24853","0.3","0.4","0.7","0","0","0","1000","2048"
"24843","0.4","0.3","0.7","0","0","0","1000","2016"
"24844","0.5","0.3","0.7","0","0","0","1000","2262"
"24850","0","0.4","0.7","0","0","0","1000","1666"
"24847","0.8","0.3","0.7","0","0","0","1000","2976"
"24848","0.9","0.3","0.7","0","0","0","1000","3420"
"24851","0.1","0.4","0.7","0","0","0","1000","1655"
"24849","1","0.3","0.7","0","0","0","1000","3854"
"24846","0.7","0.3","0.7","0","0","0","1000","2736"
"24855","0.5","0.4","0.7","0","0","0","1000","2526"
"24852","0.2","0.4","0.7","0","0","0","1000","1906"
"24854","0.4","0.4","0.7","0","0","0","1000","2209"
"24859","0.9","0.4","0.7","0","0","0","1000","4397"
"24856","0.6","0.4","0.7","0","0","0","1000","2898"
"24862","0.1","0.5","0.7","0","0","0","1000","1806"
"24858","0.8","0.4","0.7","0","0","0","1000","3756"
"24872","0","0.6","0.7","0","0","0","1000","1655"
"24861","0","0.5","0.7","0","0","0","1000","1800"
"24874","0.2","0.6","0.7","0","0","0","1000","2123"
"24866","0.5","0.5","0.7","0","0","0","1000","2634"
"24857","0.7","0.4","0.7","0","0","0","1000","3391"
"24860","1","0.4","0.7","0","0","0","1000","5525"
"24865","0.4","0.5","0.7","0","0","0","1000","2465"
"24868","0.7","0.5","0.7","0","0","0","1000","3907"
"24875","0.3","0.6","0.7","0","0","0","1000","2257"
"24877","0.5","0.6","0.7","0","0","0","1000","3086"
"24883","0","0.7","0.7","0","0","0","1000","1606"
"24864","0.3","0.5","0.7","0","0","0","1000","2120"
"24863","0.2","0.5","0.7","0","0","0","1000","1911"
"24873","0.1","0.6","0.7","0","0","0","1000","1840"
"24884","0.1","0.7","0.7","0","0","0","1000","1722"
"24878","0.6","0.6","0.7","0","0","0","1000","3913"
"24867","0.6","0.5","0.7","0","0","0","1000","3474"
"24876","0.4","0.6","0.7","0","0","0","1000","2646"
"24886","0.3","0.7","0.7","0","0","0","1000","2472"
"24870","0.9","0.5","0.7","0","0","0","1000","5857"
"24869","0.8","0.5","0.7","0","0","0","1000","5064"
"24885","0.2","0.7","0.7","0","0","0","1000","2044"
"24879","0.7","0.6","0.7","0","0","0","1000","5223"
"24881","0.9","0.6","0.7","0","0","0","1000","9787"
"24894","0","0.8","0.7","0","0","0","1000","1741"
"24880","0.8","0.6","0.7","0","0","0","1000","6246"
"24888","0.5","0.7","0.7","0","0","0","1000","3896"
"24887","0.4","0.7","0.7","0","0","0","1000","3164"
"24871","1","0.5","0.7","0","0","0","1000","8140"
"24898","0.4","0.8","0.7","0","0","0","1000","3418"
"24895","0.1","0.8","0.7","0","0","0","1000","1857"
"24896","0.2","0.8","0.7","0","0","0","1000","2170"
"24882","1","0.6","0.7","0","0","0","1000","9940"
"24889","0.6","0.7","0.7","0","0","0","1000","4826"
"24890","0.7","0.7","0.7","0","0","0","1000","6252"
"24907","0.2","0.9","0.7","0","0","0","1000","2258"
"24899","0.5","0.8","0.7","0","0","0","1000","4256"
"24897","0.3","0.8","0.7","0","0","0","1000","2725"
"24893","1","0.7","0.7","0","0","0","1000","9905"
"24905","0","0.9","0.7","0","0","0","1000","1661"
"24906","0.1","0.9","0.7","0","0","0","1000","1830"
"24892","0.9","0.7","0.7","0","0","0","1000","9943"
"24908","0.3","0.9","0.7","0","0","0","1000","2972"
"24909","0.4","0.9","0.7","0","0","0","1000","3636"
"24900","0.6","0.8","0.7","0","0","0","1000","5785"
"24902","0.8","0.8","0.7","0","0","0","1000","9941"
"24916","0","1","0.7","0","0","0","1000","1494"
"24904","1","0.8","0.7","0","0","0","1000","9987"
"24901","0.7","0.8","0.7","0","0","0","1000","8779"
"24918","0.2","1","0.7","0","0","0","1000","2526"
"24917","0.1","1","0.7","0","0","0","1000","2140"
"24891","0.8","0.7","0.7","0","0","0","1000","9864"
"24903","0.9","0.8","0.7","0","0","0","1000","9967"
"24910","0.5","0.9","0.7","0","0","0","1000","5132"
"24911","0.6","0.9","0.7","0","0","0","1000","7068"
"24919","0.3","1","0.7","0","0","0","1000","3021"
"24929","0.2","0","0.8","0","0","0","1000","1676"
"24920","0.4","1","0.7","0","0","0","1000","3994"
"24912","0.7","0.9","0.7","0","0","0","1000","9930"
"24933","0.6","0","0.8","0","0","0","1000","1557"
"24927","0","0","0.8","0","0","0","1000","1659"
"24937","1","0","0.8","0","0","0","1000","1664"
"24930","0.3","0","0.8","0","0","0","1000","1735"
"24931","0.4","0","0.8","0","0","0","1000","1555"
"24934","0.7","0","0.8","0","0","0","1000","1486"
"24935","0.8","0","0.8","0","0","0","1000","1603"
"24938","0","0.1","0.8","0","0","0","1000","1571"
"24928","0.1","0","0.8","0","0","0","1000","1593"
"24913","0.8","0.9","0.7","0","0","0","1000","9969"
"24914","0.9","0.9","0.7","0","0","0","1000","9978"
"24932","0.5","0","0.8","0","0","0","1000","1584"
"24942","0.4","0.1","0.8","0","0","0","1000","1779"
"24921","0.5","1","0.7","0","0","0","1000","5837"
"24915","1","0.9","0.7","0","0","0","1000","9976"
"24936","0.9","0","0.8","0","0","0","1000","1560"
"24947","0.9","0.1","0.8","0","0","0","1000","2125"
"24946","0.8","0.1","0.8","0","0","0","1000","1948"
"24922","0.6","1","0.7","0","0","0","1000","8537"
"24943","0.5","0.1","0.8","0","0","0","1000","1720"
"24944","0.6","0.1","0.8","0","0","0","1000","1895"
"24945","0.7","0.1","0.8","0","0","0","1000","2086"
"24941","0.3","0.1","0.8","0","0","0","1000","1819"
"24940","0.2","0.1","0.8","0","0","0","1000","1656"
"24923","0.7","1","0.7","0","0","0","1000","9917"
"24939","0.1","0.1","0.8","0","0","0","1000","1684"
"24924","0.8","1","0.7","0","0","0","1000","9958"
"24926","1","1","0.7","0","0","0","1000","9990"
"24950","0.1","0.2","0.8","0","0","0","1000","1580"
"24948","1","0.1","0.8","0","0","0","1000","1951"
"24949","0","0.2","0.8","0","0","0","1000","1688"
"24953","0.4","0.2","0.8","0","0","0","1000","1890"
"24925","0.9","1","0.7","0","0","0","1000","9977"
"24951","0.2","0.2","0.8","0","0","0","1000","1773"
"24954","0.5","0.2","0.8","0","0","0","1000","1961"
"24957","0.8","0.2","0.8","0","0","0","1000","2333"
"24955","0.6","0.2","0.8","0","0","0","1000","2128"
"24956","0.7","0.2","0.8","0","0","0","1000","2373"
"24961","0.1","0.3","0.8","0","0","0","1000","1583"
"24952","0.3","0.2","0.8","0","0","0","1000","2017"
"24960","0","0.3","0.8","0","0","0","1000","1663"
"24958","0.9","0.2","0.8","0","0","0","1000","2719"
"24962","0.2","0.3","0.8","0","0","0","1000","1773"
"24959","1","0.2","0.8","0","0","0","1000","2958"
"24971","0","0.4","0.8","0","0","0","1000","1453"
